138,"t","Watershed: Released July 25, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
138,"t","Table 1.  Summary by Hydrologic Unit Code: 2017 and 2012 (continued)"
138,"t","[For meaning of abbreviations and symbols, see introductory text.]"
138,"h","","","","","","","",""
138,"h","","","","","","","",""
138,"h","","","H190801 (see text)","H190801 (see text)","H190803 (see text)","H190803 (see text)","H190804 (see text)","H190804 (see text)"
138,"d","Commercial fertilizer, lime, and soil conditioners","",,,,,,
138,"d"," used","farms",-,"(X)",123,"(X)",-,"(X)"
138,"d","","acres treated",-,"(X)",13354,"(X)",-,"(X)"
138,"d","Manure used","farms",-,"(X)",48,"(X)",-,"(X)"
138,"d","","acres treated",-,"(X)",854,"(X)",-,"(X)"
138,"d","Organic fertilizer used (see text)","farms",-,"(NA)",24,"(NA)",-,"(NA)"
138,"d","","acres",-,"(NA)",119,"(NA)",-,"(NA)"
138,"d","Acres treated to control -","",,,,,,
138,"d","  Insects","farms",-,"(X)",28,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",337,"(X)",-,"(X)"
138,"d","  Weeds, grass, or brush","farms",-,"(X)",51,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",8162,"(X)",-,"(X)"
138,"d","  Nematodes","farms",-,"(X)",10,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",23,"(X)",-,"(X)"
138,"d","  Diseases in crops and orchards","farms",-,"(X)",16,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",64,"(X)",-,"(X)"
138,"d","  Chemicals used to control growth, thin fruit, ripen,","",,,,,,
138,"d","   or defoliate","farms",-,"(X)",2,"(X)",-,"(X)"
138,"d","","acres on which used",-,"(X)","(D)","(X)",-,"(X)"
138,"d","SELECTED CROPS","",,,,,,
138,"d","","",,,,,,
138,"d","Corn, all","farms",-,"(X)",-,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",-,"(X)",-,"(X)"
138,"d","Soybeans, for beans","farms",-,"(X)",-,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",-,"(X)",-,"(X)"
138,"d","Small grains (wheat, oats, barley, rye)","farms",-,"(X)",17,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",5606,"(X)",-,"(X)"
138,"d","Cotton, all","farms",-,"(X)",-,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",-,"(X)",-,"(X)"
138,"d","Rice","farms",-,"(X)",-,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",-,"(X)",-,"(X)"
138,"d","Land in vegetables (see text)","farms",-,"(X)",77,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",220,"(X)",-,"(X)"
138,"d","Land in orchards (see text)","farms",-,"(X)",6,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",6,"(X)",-,"(X)"
138,"d","Nursery, greenhouse, floriculture, and sod (see text)","farms",-,"(X)",88,"(X)",-,"(X)"
138,"d","","acres",-,"(X)",114,"(X)",-,"(X)"
138,"d","All other crops (other than those listed above)","farms",-,"(X)",155,"(X)",1,"(X)"
138,"d","","acres",-,"(X)",12816,"(X)","(D)","(X)"
138,"d","LIVESTOCK AND POULTRY","",,,,,,
138,"d","","",,,,,,
138,"d","Cattle and calves inventory","farms",1,"(X)",27,"(X)",-,"(X)"
138,"d","","number","(D)","(X)",1571,"(X)",-,"(X)"
138,"d","Hogs and pigs inventory","farms",-,"(X)",17,"(X)",-,"(X)"
138,"d","","number",-,"(X)",681,"(X)",-,"(X)"
138,"d","Sheep and lambs inventory (see text)","farms",-,"(X)",17,"(X)",-,"(X)"
138,"d","","number",-,"(X)",189,"(X)",-,"(X)"
138,"d","Total horses and ponies inventory","farms",-,"(X)",43,"(X)",-,"(X)"
138,"d","","number",-,"(X)",295,"(X)",-,"(X)"
138,"d","Goats, all inventory","farms",-,"(X)",19,"(X)",-,"(X)"
138,"d","","number",-,"(X)",170,"(X)",-,"(X)"
138,"d","Chickens, all inventory (see text)","farms",1,"(X)",43,"(X)",-,"(X)"
138,"d","","number","(D)","(X)",2218,"(X)",-,"(X)"
138,"c",""
138,"c","--continued"
