121,"t","Watershed: Released July 25, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
121,"t","Table 1.  Summary by Hydrologic Unit Code: 2017 and 2012 (continued)"
121,"t","[For meaning of abbreviations and symbols, see introductory text.]"
121,"h","","","","","","","",""
121,"h","","","","","","","",""
121,"h","","","H170900","H170900","H171001","H171001","H171002","H171002"
121,"d","Acres treated to control -","",,,,,,
121,"d","  Insects","farms",2707,3020,137,225,60,98
121,"d","","acres",433668,305881,4809,10923,10875,2731
121,"d","  Weeds, grass, or brush","farms",6100,6671,395,501,268,400
121,"d","","acres",718242,732683,11774,21252,16663,15213
121,"d","  Nematodes","farms",335,424,22,40,14,16
121,"d","","acres",43269,37970,1248,2367,"(D)",195
121,"d","  Diseases in crops and orchards","farms",2311,2373,95,133,41,83
121,"d","","acres",344680,314746,"(D)",4574,4754,"(D)"
121,"d","  Chemicals used to control growth, thin fruit, ripen,","",,,,,,
121,"d","   or defoliate","farms",688,879,14,32,11,33
121,"d","","acres on which used",167133,126463,121,2360,2896,830
121,"d","SELECTED CROPS","",,,,,,
121,"d","","",,,,,,
121,"d","Corn, all","farms",98,164,14,12,18,20
121,"d","","acres",14477,16080,2948,1057,1433,1598
121,"d","Soybeans, for beans","farms",-,-,-,-,-,-
121,"d","","acres",-,-,-,-,-,-
121,"d","Small grains (wheat, oats, barley, rye)","farms",367,836,15,26,7,19
121,"d","","acres",39125,110450,1661,3672,1840,900
121,"d","Cotton, all","farms",-,-,-,-,-,-
121,"d","","acres",-,-,-,-,-,-
121,"d","Rice","farms",-,-,-,-,-,-
121,"d","","acres",-,-,-,-,-,-
121,"d","Land in vegetables (see text)","farms",1076,1021,121,120,78,72
121,"d","","acres",45432,52151,2479,7592,116,258
121,"d","Land in orchards (see text)","farms",3179,2305,109,63,115,97
121,"d","","acres",89873,58764,196,159,1239,934
121,"d","Nursery, greenhouse, floriculture, and sod (see text)","farms",1522,1684,103,110,89,115
121,"d","","acres",39901,44084,512,576,990,774
121,"d","All other crops (other than those listed above)","farms",8849,8153,1110,1138,686,707
121,"d","","acres",606117,598747,43212,40251,26861,28308
121,"d","LIVESTOCK AND POULTRY","",,,,,,
121,"d","","",,,,,,
121,"d","Cattle and calves inventory","farms",5298,5540,867,965,632,781
121,"d","","number",139850,157444,38074,31692,55945,69904
121,"d","Hogs and pigs inventory","farms",581,578,103,67,72,61
121,"d","","number",5622,6956,604,602,467,441
121,"d","Sheep and lambs inventory (see text)","farms",1649,1365,140,128,159,148
121,"d","","number",81780,99882,2111,2150,3642,4930
121,"d","Total horses and ponies inventory","farms",3739,3439,535,624,318,392
121,"d","","number",20524,20767,2656,3328,1451,1912
121,"d","Goats, all inventory","farms",1713,1184,132,186,147,115
121,"d","","number",20491,13642,1564,2071,1906,1390
121,"d","Chickens, all inventory (see text)","farms",4106,3085,454,475,311,282
121,"d","","number",5470444,5970928,1254923,2093578,14189,14639
121,"c",""
121,"c","--continued"
